session_id,start_utc,start_local,end_utc,end_local,tz_offset,hour_local,day_of_week,duration_min,is_after_2pm,is_subagent,user_messages,assistant_turns,tool_uses,tool_results,total_input_tokens,total_output_tokens,total_cache_read_tokens,total_cache_creation_tokens,avg_input_per_turn,avg_output_per_turn,cache_hit_rate,models_used,primary_model,service_tiers,inference_geos,speed_modes,avg_user_msg_length,median_user_msg_length,avg_assistant_text_length,median_assistant_text_length,avg_thinking_length,thinking_depth_ratio,empty_responses,abandoned_frustrated,tool_success_rate,tool_loops,short_user_msgs,correction_signals,frustration_signals,consecutive_corrections,question_marks_from_user,exclamation_marks_from_user,user_msgs_under_10_chars,user_msgs_under_30_chars,stop_reasons,end_turn_count,tool_use_stop_count,max_tokens_count,unique_tools_used,tool_names,advisor_calls,system_events,compact_boundaries,hook_errors,session_entries_total,turns_per_minute,tokens_per_minute,output_tokens_per_user_msg,is_short_session,is_fragmented
86652057b766,2026-03-21T11:14:14.777000+00:00,2026-03-21 21:14:14,2026-03-21T11:14:14.780000+00:00,2026-03-21 21:14:14,+10:00,21,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
d307250144f0,2026-03-21T11:15:05.075000+00:00,2026-03-21 21:15:05,2026-03-21T11:18:06.754000+00:00,2026-03-21 21:18:06,+10:00,21,Saturday,3.0,1,1,1,45,26,2,71,8257,1145330,94330,2.0,183.0,92.4,claude-opus-4-6:45,claude-opus-4-6,standard,not_available,standard,1280,1280,273.0,128,0,0.0,27,0,7.7,4,0,1,0,0,0,0,0,0,tool_use:19|end_turn:1,1,19,0,6,Bash|Edit|Glob|Grep|Read|Write,0,0,0,0,228,14.86,2750.0,8257.0,1,1
f1d87a2e1194,2026-03-21T11:15:29.098000+00:00,2026-03-21 21:15:29,2026-03-21T11:15:29.101000+00:00,2026-03-21 21:15:29,+10:00,21,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
df8454cdc9ef,2026-03-21T11:18:36.434000+00:00,2026-03-21 21:18:36,2026-03-21T11:18:36.437000+00:00,2026-03-21 21:18:36,+10:00,21,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
f159d24ac735,2026-03-21T11:19:57.092000+00:00,2026-03-21 21:19:57,2026-03-21T11:24:20.506000+00:00,2026-03-21 21:24:20,+10:00,21,Saturday,4.4,1,1,1,72,44,1,142,11987,3064845,184706,2.0,166.0,94.3,claude-opus-4-6:72,claude-opus-4-6,standard,not_available,standard,1263,1263,263.0,89.0,0,0.0,46,1,2.3,12,0,0,1,0,0,0,0,0,tool_use:30|end_turn:1,1,30,0,5,Bash|Edit|Glob|Grep|Read,0,0,0,0,450,16.4,2763.0,11987.0,1,1
5faf7940ad4f,2026-03-21T11:20:06.966000+00:00,2026-03-21 21:20:06,2026-03-21T11:20:06.969000+00:00,2026-03-21 21:20:06,+10:00,21,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
0f30949b13f0,2026-03-21T11:22:14.746000+00:00,2026-03-21 21:22:14,2026-03-21T11:22:14.748000+00:00,2026-03-21 21:22:14,+10:00,21,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
8aae3c55aa92,2026-03-21T11:22:34.189000+00:00,2026-03-21 21:22:34,2026-03-21T11:22:43.130000+00:00,2026-03-21 21:22:43,+10:00,21,Saturday,0.1,1,0,0,2,0,0,1932,979,0,0,966.0,490.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,762,762,2653,3.48,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,13.42,19535.0,979.0,1,0
eb6f794ec78b,2026-03-21T11:23:59.896000+00:00,2026-03-21 21:23:59,2026-03-21T11:24:05.932000+00:00,2026-03-21 21:24:05,+10:00,21,Saturday,0.1,1,0,0,2,0,0,1840,598,0,0,920.0,299.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,652,652,1851,2.84,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,19.88,24235.0,598.0,1,0
d6ca8b4d626b,2026-03-21T11:24:28.786000+00:00,2026-03-21 21:24:28,2026-03-21T11:24:28.790000+00:00,2026-03-21 21:24:28,+10:00,21,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
dfcab8b29348,2026-03-21T11:25:44.281000+00:00,2026-03-21 21:25:44,2026-03-21T11:25:44.284000+00:00,2026-03-21 21:25:44,+10:00,21,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
911b275ad427,2026-03-21T11:27:39.729000+00:00,2026-03-21 21:27:39,2026-03-21T11:27:39.732000+00:00,2026-03-21 21:27:39,+10:00,21,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
8651f62121d2,2026-03-21T11:31:28.485000+00:00,2026-03-21 21:31:28,2026-03-21T11:31:39.637000+00:00,2026-03-21 21:31:39,+10:00,21,Saturday,0.2,1,0,0,2,0,0,1910,1130,0,0,955.0,565.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,701,701,3584,5.11,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,10.76,16356.0,1130.0,1,0
0f63465f4618,2026-03-21T11:32:16.986000+00:00,2026-03-21 21:32:16,2026-03-21T11:35:43.669000+00:00,2026-03-21 21:35:43,+10:00,21,Saturday,3.4,1,1,1,67,39,2,117,8377,2259594,127083,2.0,125.0,94.7,claude-opus-4-6:67,claude-opus-4-6,standard,not_available,standard,1725,1725,167.0,106.0,0,0.0,42,0,5.1,9,0,2,0,0,0,0,0,0,tool_use:32|end_turn:1,1,32,0,5,Bash|Edit|Glob|Read|Write,0,0,0,0,391,19.45,2466.0,8377.0,1,1
835502c12840,2026-03-21T11:33:56.854000+00:00,2026-03-21 21:33:56,2026-03-21T11:33:56.857000+00:00,2026-03-21 21:33:56,+10:00,21,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
eda859cb9358,2026-03-21T11:35:44.349000+00:00,2026-03-21 21:35:44,2026-03-21T11:35:44.353000+00:00,2026-03-21 21:35:44,+10:00,21,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
4412f0aeaa88,2026-03-21T11:44:56.942000+00:00,2026-03-21 21:44:56,2026-03-21T11:45:03.193000+00:00,2026-03-21 21:45:03,+10:00,21,Saturday,0.1,1,0,0,2,0,0,1842,725,0,0,921.0,362.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,627,627,2308,3.68,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,19.2,24639.0,725.0,1,0
96d88f22ab64,2026-03-21T11:55:26.765000+00:00,2026-03-21 21:55:26,2026-03-21T11:55:35.752000+00:00,2026-03-21 21:55:35,+10:00,21,Saturday,0.1,1,0,0,2,0,0,1864,1043,0,0,932.0,522.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,737,737,2614,3.55,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,13.35,19408.0,1043.0,1,0
d57552637f2b,2026-03-21T12:00:30.698000+00:00,2026-03-21 22:00:30,2026-03-21T12:00:30.700000+00:00,2026-03-21 22:00:30,+10:00,22,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
c877bd2f997c,2026-03-21T12:01:18.758000+00:00,2026-03-21 22:01:18,2026-03-21T12:05:00.088000+00:00,2026-03-21 22:05:00,+10:00,22,Saturday,3.7,1,1,1,45,28,3,85,10677,1492891,120943,2.0,237.0,92.5,claude-opus-4-6:45,claude-opus-4-6,standard,not_available,standard,1500,1500,446.0,115,0,0.0,31,1,10.7,4,0,1,1,0,0,10,0,0,tool_use:22,0,22,0,4,Bash|Edit|Read|Write,0,0,0,0,299,12.2,2917.0,10677.0,1,1
a2156f5efd55,2026-03-21T12:01:30.750000+00:00,2026-03-21 22:01:30,2026-03-21T12:01:37.528000+00:00,2026-03-21 22:01:37,+10:00,22,Saturday,0.1,1,0,0,2,0,0,1896,701,0,0,948.0,350.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,612,612,2277,3.72,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,17.7,22989.0,701.0,1,0
3a3aac48f8d7,2026-03-21T12:05:00.874000+00:00,2026-03-21 22:05:00,2026-03-21T12:05:10.535000+00:00,2026-03-21 22:05:10,+10:00,22,Saturday,0.2,1,0,0,2,0,0,2376,881,0,0,1188.0,440.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,1111,1111,2257,2.03,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,12.42,20228.0,881.0,1,0
9ae39851eee1,2026-03-21T12:11:57.383000+00:00,2026-03-21 22:11:57,2026-03-21T12:12:04.179000+00:00,2026-03-21 22:12:04,+10:00,22,Saturday,0.1,1,0,0,2,0,0,1884,732,0,0,942.0,366.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,906,906,2001,2.21,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,17.66,23096.0,732.0,1,0
9acd723bce61,2026-03-21T12:19:50.347000+00:00,2026-03-21 22:19:50,2026-03-21T12:19:50.350000+00:00,2026-03-21 22:19:50,+10:00,22,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
d8029949768d,2026-03-21T12:20:47.895000+00:00,2026-03-21 22:20:47,2026-03-21T12:23:29.960000+00:00,2026-03-21 22:23:29,+10:00,22,Saturday,2.7,1,1,1,28,23,0,34,7021,699664,207935,1.0,251.0,77.1,claude-opus-4-6:28,claude-opus-4-6,standard,not_available,standard,1120,1120,4358,118,0,0.0,23,0,0.0,6,0,1,0,0,1,0,0,0,tool_use:7|end_turn:1,1,7,0,2,Glob|Read,0,0,0,0,136,10.37,2612.0,7021.0,1,1
27076c41cb9e,2026-03-21T12:23:30.608000+00:00,2026-03-21 22:23:30,2026-03-21T12:23:30.611000+00:00,2026-03-21 22:23:30,+10:00,22,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
62374bb21119,2026-03-21T12:26:27.850000+00:00,2026-03-21 22:26:27,2026-03-21T12:26:37.027000+00:00,2026-03-21 22:26:37,+10:00,22,Saturday,0.2,1,0,0,2,0,0,2138,837,0,0,1069.0,418.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,730,730,2261,3.1,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,13.08,19451.0,837.0,1,0
00800fb1ebc5,2026-03-21T12:27:14.421000+00:00,2026-03-21 22:27:14,2026-03-21T12:30:54.123000+00:00,2026-03-21 22:30:54,+10:00,22,Saturday,3.7,1,1,1,67,41,2,4839,9618,2960991,150073,72.0,144.0,95.2,claude-opus-4-6:67,claude-opus-4-6,standard,not_available,standard,1647,1647,116.0,96.0,0,0.0,43,1,4.9,10,0,1,1,0,5,0,0,0,tool_use:31,0,31,0,5,Bash|Edit|Glob|Grep|Read,0,0,0,0,388,18.3,3948.0,9618.0,1,1
00901b55587f,2026-03-21T12:30:54.832000+00:00,2026-03-21 22:30:54,2026-03-21T12:31:01.168000+00:00,2026-03-21 22:31:01,+10:00,22,Saturday,0.1,1,0,0,2,0,0,2364,512,0,0,1182.0,256.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,616,616,1476,2.4,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,18.94,27235.0,512.0,1,0
da49e4731cb7,2026-03-21T12:39:28.457000+00:00,2026-03-21 22:39:28,2026-03-21T12:39:28.462000+00:00,2026-03-21 22:39:28,+10:00,22,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
064110ad9419,2026-03-21T12:40:19.626000+00:00,2026-03-21 22:40:19,2026-03-21T12:45:01.692000+00:00,2026-03-21 22:45:01,+10:00,22,Saturday,4.7,1,1,1,68,41,2,142,12849,2990604,98739,2.0,189.0,96.8,claude-opus-4-6:68,claude-opus-4-6,standard,not_available,standard,1702,1702,148.0,120,0,0.0,42,0,4.9,10,0,1,0,0,1,0,0,0,tool_use:40,0,40,0,5,Bash|Edit|Glob|Grep|Read,0,0,0,0,413,14.46,2763.0,12849.0,1,1
af1a4ab2a56b,2026-03-21T12:45:02.441000+00:00,2026-03-21 22:45:02,2026-03-21T12:45:12.347000+00:00,2026-03-21 22:45:12,+10:00,22,Saturday,0.2,1,0,0,2,0,0,2388,894,0,0,1194.0,447.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,846,846,2949,3.49,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,12.11,19879.0,894.0,1,0
878fe9e919f0,2026-03-21T12:52:17.410000+00:00,2026-03-21 22:52:17,2026-03-21T12:52:17.414000+00:00,2026-03-21 22:52:17,+10:00,22,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
b71cfefaeb5e,2026-03-21T12:53:59.940000+00:00,2026-03-21 22:53:59,2026-03-21T12:57:01.369000+00:00,2026-03-21 22:57:01,+10:00,22,Saturday,3.0,1,1,1,42,33,0,76,8938,972131,131234,2.0,213.0,88.1,claude-opus-4-6:42,claude-opus-4-6,standard,not_available,standard,1873,1873,358.0,162,0,0.0,33,0,0.0,9,0,0,0,0,3,0,0,0,tool_use:13|end_turn:1,1,13,0,3,Bash|Read|Write,0,0,0,0,358,13.89,2981.0,8938.0,1,1
699cd66ba896,2026-03-21T12:57:02.132000+00:00,2026-03-21 22:57:02,2026-03-21T12:57:10.866000+00:00,2026-03-21 22:57:10,+10:00,22,Saturday,0.1,1,0,0,2,0,0,3316,715,0,0,1658.0,358.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,762,762,2479,3.25,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,13.74,27692.0,715.0,1,0
992eeafacd2f,2026-03-21T13:00:28.587000+00:00,2026-03-21 23:00:28,2026-03-21T13:00:34.767000+00:00,2026-03-21 23:00:34,+10:00,23,Saturday,0.1,1,0,0,2,0,0,2036,715,0,0,1018.0,358.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,631,631,2093,3.32,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,19.42,26709.0,715.0,1,0
797c76661fa7,2026-03-21T13:13:28.806000+00:00,2026-03-21 23:13:28,2026-03-21T13:13:28.809000+00:00,2026-03-21 23:13:28,+10:00,23,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
15a57f369807,2026-03-21T13:26:28.143000+00:00,2026-03-21 23:26:28,2026-03-21T13:26:39.267000+00:00,2026-03-21 23:26:39,+10:00,23,Saturday,0.2,1,0,0,2,0,0,2014,1150,0,0,1007.0,575.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,968,968,3338,3.45,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,10.79,17066.0,1150.0,1,0
4eff82f3c116,2026-03-21T13:26:39.912000+00:00,2026-03-21 23:26:39,2026-03-22T04:13:31.745000+00:00,2026-03-22 14:13:31,+10:00,23,Saturday,886.9,1,1,329,1820,1038,1038,5035,241899,688481837,7516793,3.0,133.0,98.9,claude-opus-4-6:1779|<synthetic>:41,claude-opus-4-6,standard,not_available,standard,1162.0,621,208.0,121.0,0,0.0,1209,0,100.0,151,0,152,18,40,160,18,0,0,tool_use:762|end_turn:260|stop_sequence:41,260,762,0,19,Agent|Bash|CronCreate|CronList|Edit|Grep|Read|SendMessage|Skill|TaskCreate|TaskList|TaskUpdate|ToolSearch|mcp__koord__create_thread|mcp__koord__list_threads|mcp__koord__react|mcp__koord__read_thread|mcp__koord__send_message|mcp__koord__status,0,413,1,21,9038,2.05,278.0,735.0,0,0
ac66732e7a6d,2026-03-21T13:39:29.016000+00:00,2026-03-21 23:39:29,2026-03-21T13:39:29.020000+00:00,2026-03-21 23:39:29,+10:00,23,Saturday,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
6901f2c0862e,2026-03-21T13:52:17.371000+00:00,2026-03-21 23:52:17,2026-03-21T13:52:28.489000+00:00,2026-03-21 23:52:28,+10:00,23,Saturday,0.2,1,0,0,2,0,0,2002,1160,0,0,1001.0,580.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,734,734,2944,4.01,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,10.79,17064.0,1160.0,1,0
4f0c5e553600,2026-03-21T14:00:28.701000+00:00,2026-03-22 00:00:28,2026-03-21T14:00:28.704000+00:00,2026-03-22 00:00:28,+10:00,0,Sunday,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
a7f6ee6ad07d,2026-03-21T14:13:28.300000+00:00,2026-03-22 00:13:28,2026-03-21T14:13:28.303000+00:00,2026-03-22 00:13:28,+10:00,0,Sunday,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
1e312ece3119,2026-03-21T14:26:28.671000+00:00,2026-03-22 00:26:28,2026-03-21T14:26:28.674000+00:00,2026-03-22 00:26:28,+10:00,0,Sunday,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
109a3b98909e,2026-03-21T14:39:27.990000+00:00,2026-03-22 00:39:27,2026-03-21T14:39:27.993000+00:00,2026-03-22 00:39:27,+10:00,0,Sunday,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
afb68d2cbc5b,2026-03-21T14:52:18.113000+00:00,2026-03-22 00:52:18,2026-03-21T14:52:28.052000+00:00,2026-03-22 00:52:28,+10:00,0,Sunday,0.2,0,0,0,2,0,0,2002,1076,0,0,1001.0,538.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,933,933,2963,3.18,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,12.07,18581.0,1076.0,1,0
d8c3dbdd4091,2026-03-21T15:00:28.059000+00:00,2026-03-22 01:00:28,2026-03-21T15:00:28.062000+00:00,2026-03-22 01:00:28,+10:00,1,Sunday,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
6949d9d551ad,2026-03-21T15:13:28.490000+00:00,2026-03-22 01:13:28,2026-03-21T15:13:28.493000+00:00,2026-03-22 01:13:28,+10:00,1,Sunday,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
eb58e3584bd0,2026-03-21T15:26:27.835000+00:00,2026-03-22 01:26:27,2026-03-21T15:26:27.838000+00:00,2026-03-22 01:26:27,+10:00,1,Sunday,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
bddc21b53d53,2026-03-21T15:39:28.080000+00:00,2026-03-22 01:39:28,2026-03-21T15:39:36.128000+00:00,2026-03-22 01:39:36,+10:00,1,Sunday,0.1,0,0,0,2,0,0,2002,789,0,0,1001.0,394.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,885,885,2263,2.56,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,14.91,20808.0,789.0,1,0
7a67ab2fa9fc,2026-03-21T15:39:37.304000+00:00,2026-03-22 01:39:37,2026-03-21T15:39:37.311000+00:00,2026-03-22 01:39:37,+10:00,1,Sunday,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,919,919,0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,1
fd3f8f3eb486,2026-03-21T15:52:17.583000+00:00,2026-03-22 01:52:17,2026-03-21T15:52:17.586000+00:00,2026-03-22 01:52:17,+10:00,1,Sunday,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
10d3c930b32c,2026-03-21T16:00:28.721000+00:00,2026-03-22 02:00:28,2026-03-21T16:00:28.724000+00:00,2026-03-22 02:00:28,+10:00,2,Sunday,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
8fa1970a8f24,2026-03-21T16:13:27.970000+00:00,2026-03-22 02:13:27,2026-03-21T16:13:38.181000+00:00,2026-03-22 02:13:38,+10:00,2,Sunday,0.2,0,0,0,2,0,0,2002,1102,0,0,1001.0,551.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,1202,1202,3187,2.65,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,11.75,18239.0,1102.0,1,0
3e7bf756adf4,2026-03-21T16:13:39.362000+00:00,2026-03-22 02:13:39,2026-03-21T16:13:39.369000+00:00,2026-03-22 02:13:39,+10:00,2,Sunday,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,921,921,0,0,0,0.0,0,1,0.0,0,0,1,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,1
e991d97bac6b,2026-03-21T16:26:28.398000+00:00,2026-03-22 02:26:28,2026-03-21T16:26:35.370000+00:00,2026-03-22 02:26:35,+10:00,2,Sunday,0.1,0,0,0,2,0,0,2002,652,0,0,1001.0,326.0,0.0,claude-haiku-4-5-20251001:2,claude-haiku-4-5-20251001,standard,not_available,standard,0,0,870,870,1978,2.27,1,0,0.0,0,0,0,0,0,0,0,0,0,end_turn:1,1,0,0,0,,0,0,0,0,6,17.21,22840.0,652.0,1,0
7bc8231d2a38,2026-03-21T16:39:29.060000+00:00,2026-03-22 02:39:29,2026-03-21T16:39:29.064000+00:00,2026-03-22 02:39:29,+10:00,2,Sunday,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,unknown,unknown,unknown,unknown,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,0.0,0.0,0.0,1,0
